,count
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_crelle-2014-0141_eq_0131.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0960129515000158_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_cmam-2017-0037_eq_mi294.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_cmam-2017-0037_eq_mi293.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_cmam-2017-0037_eq_mi273.png"" />",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6201"" page=""1139"" related-article-type=""in-this-issue"" vol=""345"" xlink:href=""10.1126/science.1254917"">",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://www.biomedcentral.com/1741-7007/9/55"" ext-link-type=""uri"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6201"" page=""1192"" related-article-type=""in-this-issue"" vol=""345"" xlink:href=""10.1126/science.1256800"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/forum-2013-0185_89047a7a7dc4acf3771d681a020eaeb2.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""IZV_83_3_501ieqn3.gif"" xlink:type=""simple"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004118000579_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004112000114_char1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0008439500019226_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""IZV_83_3_501ieqn8.gif"" xlink:type=""simple"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004112000692_char1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004113000091_char2"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004115000080_char1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S000843950001746X_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004115000535_inline2"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004115000535_inline3"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_acv-2016-0052_eq_0383.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_acv-2016-0052_eq_0299.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004116000190_inline1"" />",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6370"" page=""1556"" related-article-type=""in-this-issue"" vol=""358"" xlink:href=""10.1126/science.aap9811"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0963548313000199_inline1"" />",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6370"" page=""1554"" related-article-type=""in-this-issue"" vol=""358"" xlink:href=""10.1126/science.aar6069"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_crelle-2016-0069_eq_0957.png"" />",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6166"" page=""80"" related-article-type=""in-this-issue"" vol=""343"" xlink:href=""10.1126/science.1246981"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S1471068407003250_inline1"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6166"" page=""84"" related-article-type=""in-this-issue"" vol=""343"" xlink:href=""10.1126/science.1247005"">",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://www.genomicepidemiology.org"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_crelle-2018-0009_eq_1035.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_crelle-2018-0009_eq_0985.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S1474748011000041_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0008414X00017107_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X0700334X_inline3"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_crelle-2018-0009_eq_0812.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0008414X00017211_inline01"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0008414X00017211_inline02"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?ACTRN=12611000774921"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S1743921307001500_char1"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://www.trialregister.nl"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S1865243309998816_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X11005306_inline3"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S1865243313000597_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_crelle-2016-0069_eq_0653.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/forum-2011-0099_7d7c4a6bc132f8356c9e78d5ce7a6550.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/forum-2011-0099_ba40681575a41e7c4374d0c21688fafb.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/forum-2011-0099_d3081f1ef6817d8eb52c57832226ecf0.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/j_crelle-2016-0062_eq_1264.png"" />",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6192"" page=""31"" related-article-type=""in-this-issue"" vol=""345"" xlink:href=""10.1126/science.1256545"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6192"" page=""55"" related-article-type=""in-this-issue"" vol=""345"" xlink:href=""10.1126/science.1250270"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6192"" page=""58"" related-article-type=""in-this-issue"" vol=""345"" xlink:href=""10.1126/science.1251003"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6192"" page=""61"" related-article-type=""in-this-issue"" vol=""345"" xlink:href=""10.1126/science.1252875"">",2
"<jats:ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1601/nm.7764"" xlink:type=""simple"">",2
"<jats:email xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:type=""simple"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0305004116000918_inline2"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S132335800000148X_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022481200064434_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/cmam-2013-0008_c974bd47a26c421209f6a16ef19240bc.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002248120002020X_inline4"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002248120002020X_inline3"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://www.webscipio.org"" ext-link-type=""uri"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/cmam-2015-0022_47b0028685ae548f5a99015349e67658.png"" />",2
"<jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""order"" xlink:type=""simple"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0305004109990363_char1"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""clintrialgov"" xlink:href=""NCT00803049"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""jphysd402513ieqn001.gif"" xlink:type=""simple"" />",2
"<jats:ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1601/nm.22154"" xlink:type=""simple"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0013091516000225_inline01"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0305004109002436_char1"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""email"" xlink:href=""mailto:support@emeraldinsight.com"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""cjs0809.gif"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022481200003315_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S002211200800476X_char1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0305004108001795_char1"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1103/PhysRevA.24.1636"">",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1103/PhysRevA.26.1802"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/crelle-2012-0049_ba7917b22abb362b38310e85f4fcffb2.png"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022481200001626_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""common/tau.gif"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""clintrialgov"" xlink:href=""NCT00134563"">",2
<jats:term>,2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://pcarvalho.com/patternlab"" ext-link-type=""uri"">",2
"<jats:inline-formula id=""eq2_w2aab2b8c12b1b7b1aab1c13b1b5Aa"">",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://ClinicalTrials.gov"" ext-link-type=""uri"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0963548308009450_char1"" />",2
"<jats:related-article issue=""6151"" page="""" related-article-type=""in-this-issue"" vol=""341"">",2
"<jats:ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1601/nm.13412"" xlink:type=""simple"">",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""http://clinicaltrials.gov/"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0963548307008425_inline1"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6314"" page=""886"" related-article-type=""in-this-issue"" vol=""354"" xlink:href=""10.1126/science.aaf6005"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112007009834_inline2"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6314"" page=""897"" related-article-type=""in-this-issue"" vol=""354"" xlink:href=""10.1126/science.aaf5656"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0956796807006612_char1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0027763000026866_inline2"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0027763000026866_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S030821051000051X_inline2"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/Untitled-2.jpg"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S030821051000051X_inline1"" />",2
<jats:email>,2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S132335800000148X_inline2"" />",2
"<jats:p id=""a8"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0022112007000109_inline1"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089513000529_inline1"" />",2
</jats:roman>,2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN25094892"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",2
</jats:strike>,2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0013091510001410_inline1"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0008414X00001401_inline06"" />",2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://sysbio.engin.umich.edu/~luow/downloads.php"" ext-link-type=""uri"">",2
"<jats:list list-type=""alpha-lower"">",2
</jats:term>,2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://www.clinicaltrials.gov/ct2/show/NCT01236846"" ext-link-type=""uri"">",2
"<jats:list list-type=""dash"">",2
"<jats:inline-formula id=""eq1_w2aab2b8b1b1b7b1aab1c13b1b1Aa"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0017089512000353_char3"" />",2
"<jats:sec sec-type=""materials and methods"">",2
</jats:def>,2
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://www.trialregister.nl/trialreg/admin/rctview.asp?TC=2040"" ext-link-type=""uri"">",2
"<jats:sec sec-type=""main outcome measure"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/crelle-2012-0076_9bfa57ce3a7a5a1a0f3ebfc6e36ca518.png"" />",2
"<jats:ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.1601/nm.8454"" xlink:type=""simple"">",2
</jats:def-item>,2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""hbar.gif"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0017089515000361_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0017089517000404_inline1"" />",2
"<jats:list list-type=""ordered"">",2
<jats:roman>,2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S030500410600987X_inline1"">",2
"<jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6314"" page=""832"" related-article-type=""in-this-issue"" vol=""354"" xlink:href=""10.1126/science.aaj1918"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S030500410007314X_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0305004106009601_inline2"">",2
"<jats:named-content content-type=""arabic-title"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/crelle-2012-0064_15d1397b298f915d2e2d5bcdbc49de8d.png"" />",2
<jats:def>,2
"<jats:styled-content style=""e14"">",2
"<jats:sec sec-type=""supplementary-material"">",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0017089507003813_inline2"">",2
"<jats:sec sec-type=""subjects"">",2
"<jats:sec sec-type=""research limitations|implications"">",2
"<jats:inline-formula id=""eq1_w2aab2b8b7b1b7b1aab1c13b1b1Aa"">",2
<jats:strike>,2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002248120000013X_inline1"" />",2
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""graphic/crelle-2012-0064_00542e8c139bbf99121ca622f8d366df.png"" />",2
